_id,site_code,stn_id,swn,well_name,continuous_data_station_number,latitude,longitude,gse,rpe,gse_method,gse_acc,basin_code,basin_name,county_name,well_depth,well_use,well_type,wcr_no,monitoring_program,geology
3534,335145N1176697W001,46022,07S08W36P005S,MW-08,,33.51454,-117.66975,163.15,162.42,Surveyed to a benchmark,0.1 ft.,9-001,San Juan Valley,Orange,101.0,Observation,Single Well,,CASGEM,['Q']
3549,335174N1170339W001,48772,,RCWD 462,,33.51737,-117.03394,1483.4,1485.6,GPS with WAAS,2.5 ft.,9-005,Temecula Valley,Riverside,885.0,Observation,Single Well,,CASGEM,['Qoa']
3563,335216N1161568W001,56757,07S08E33B001S,KW_047,,33.5217,-116.15684,27.8,32.0,Surveyed to a benchmark,0.1 ft.,7-021.01,Indio,Riverside,522.0,Unknown,Single Well,Unknown,SGMA,['Q']
3594,335263N1160798W001,47734,07S09E30R004S,07S09E30R004S,,33.52633,-116.07983,-200.799,-200.799,Surveyed to a benchmark,0.1 ft.,7-021.01,Indio,Riverside,395.0,Observation,Single Well,455990,VOLUNTARY,['Q']
3595,335263N1160806W001,56770,07S09E30R001S,KW_052,,33.52636,-116.08067,-202.0,-202.0,Surveyed to a benchmark,0.1 ft.,7-021.01,Indio,Riverside,1475.0,Unknown,Single Well,Unknown,SGMA,['Q']
3616,335299N1170854W001,48799,,RCWD 509,,33.5299,-117.0854,1386.3,1387.8,GPS with WAAS,2.5 ft.,9-005,Temecula Valley,Riverside,845.0,Observation,Single Well,,CASGEM,['Qoa']
3622,335301N1171533W001,48788,,RCWD 493,,33.53008,-117.15333,1069.6,1069.6,GPS with WAAS,2.5 ft.,9-005,Temecula Valley,Riverside,610.0,Observation,Single Well,,CASGEM,['Q']
3625,335303N1171876W001,48771,,RCWD 454,,33.5303,-117.18755,1039.4,1040.0,GPS with WAAS,2.5 ft.,9-005,Temecula Valley,Riverside,150.0,Observation,Single Well,,CASGEM,['Q']
3664,335378N1170434W001,30109,07S02W25C001S,RCWD 463,,33.5378,-117.0434,1463.0,1463.3,GPS with WAAS,2.5 ft.,9-005,Temecula Valley,Riverside,1068.0,Unknown,Single Well,,CASGEM,['Qoa']
3692,335403N1160260W001,47730,07S09E23N001S,07S09E23N001S,,33.54033,-116.026,-183.485,-182.585,Surveyed to a benchmark,0.1 ft.,7-021.01,Indio,Riverside,865.0,Observation,Single Well,54387,VOLUNTARY,['Q']
3709,335412N1170712W001,48774,,RCWD 464,,33.54115,-117.0712,1357.0,1358.3,GPS with WAAS,2.5 ft.,9-005,Temecula Valley,Riverside,820.0,Observation,Single Well,,CASGEM,['Qoa']
3714,335418N1171971W001,48770,,RCWD 439,,33.54176,-117.19711,1052.0,1053.1,GPS with WAAS,2.5 ft.,9-005,Temecula Valley,Riverside,65.0,Observation,Single Well,,CASGEM,['Q']
3898,335542N1172157W001,48827,07S03W20C009S,Holiday,,33.55419,-117.2157,1094.0,1094.0,USGS quad,2.5 ft.,9-005,Temecula Valley,Riverside,307.0,Residential,Single Well,,CASGEM,['Q']
3930,335553N1172322W001,48800,,RCWD 510,,33.55526,-117.23222,1108.9,1108.9,GPS with WAAS,2.5 ft.,9-005,Temecula Valley,Riverside,650.0,Observation,Single Well,,CASGEM,['Q']
3982,335578N1161700W001,47729,07S08E17G001S,KW_046,,33.55783,-116.17,-78.5,-77.9,Surveyed to a benchmark,0.1 ft.,7-021.01,Indio,Riverside,750.0,Observation,Single Well,Unknown,SGMA,['Q']
4011,335600N1160621W001,56768,07S09E16M003S,KW_050,,33.56003,-116.06217,-188.1,-188.1,Surveyed to a benchmark,0.1 ft.,7-021.01,Indio,Riverside,560.0,Unknown,Single Well,Unknown,SGMA,['Q']
4033,335623N1160801W001,56769,07S09E18H001S,KW_051,,33.56231,-116.08014,-195.6,-195.6,Surveyed to a benchmark,0.1 ft.,7-021.01,Indio,Riverside,999.0,Unknown,Single Well,Unknown,SGMA,['Q']
4034,335623N1161718W001,56756,07S08E17G01S,KW_046x,,33.56236,-116.17184,-80.41,-80.412,Unknown,0.1 ft.,7-021.01,Indio,Riverside,750.0,Unknown,Single Well,Unknown,VOLUNTARY,['Q']
4174,335693N1160208W001,56767,07S09E14C001S,KW_049,,33.56936,-116.02083,-62.8,-63.0,Surveyed to a benchmark,0.1 ft.,7-021.01,Indio,Riverside,999.0,Residential,Single Well,Unknown,SGMA,['Q']
4186,335703N1159888W001,51669,07S10E07N001S,LCV - 9d,,33.57032,-115.98877,75.31,78.06,Surveyed to a benchmark,Unknown,7-021.01,Indio,Riverside,365.0,Observation,Part of a nested/multi-completion well,WCR2004-016513,VOLUNTARY,['Q']
4187,335703N1159888W002,51670,07S10E07N002S,LCV - 9s,,33.57032,-115.98877,75.31,78.03,Surveyed to a benchmark,Unknown,7-021.01,Indio,Riverside,305.0,Observation,Part of a nested/multi-completion well,WCR2004-016513,VOLUNTARY,['Q']
4201,335711N1161415W001,56755,07S08E10P001S,KW_045,,33.57119,-116.1415,-164.7,-164.7,Surveyed to a benchmark,0.1 ft.,7-021.01,Indio,Riverside,900.0,Unknown,Single Well,Unknown,SGMA,['Q']
4235,335745N1161600W001,51659,07S08E09M004S,LCV - 1,,33.57452,-116.16003,-151.51,-151.89,Surveyed to a benchmark,Unknown,7-021.01,Indio,Riverside,161.0,Observation,Single Well,WCR2004-016510,VOLUNTARY,['Q']
4254,335763N1160795W001,47735,07S09E07J001S,KW_048,,33.57633,-116.0795,-183.1,-183.1,Surveyed to a benchmark,0.1 ft.,7-021.01,Indio,Riverside,880.0,Observation,Single Well,Unknown,SGMA,['Q']
4393,335938N1162253W001,56754,07S07E02G002S,KW_044,,33.59386,-116.22534,-93.9,-93.4,Surveyed to a benchmark,0.1 ft.,7-021.01,Indio,Riverside,700.0,Irrigation,Single Well,Unknown,SGMA,['Q']
4417,335968N1160270W001,51663,07S09E03A001S,LCV - 5,,33.5968,-116.02703,133.53,135.83,Surveyed to a benchmark,Unknown,7-021.01,Indio,Riverside,377.0,Observation,Single Well,WCR2004-016511,VOLUNTARY,['Q']
4443,336003N1160666W001,56753,06S09E32Q001S,KW_043,,33.60036,-116.06667,-101.1,-100.1,Surveyed to a benchmark,0.1 ft.,7-021.01,Indio,Riverside,284.0,Unknown,Single Well,Unknown,SGMA,['Q']
4459,336020N1161925W001,47748,06S08E31P001S,KW_042,,33.602,-116.1925,-114.8,-114.9,Surveyed to a benchmark,0.1 ft.,7-021.01,Indio,Riverside,575.0,Irrigation,Single Well,Unknown,SGMA,['Q']
4485,336037N1160485W001,47742,06S09E33K001S,06S09E33K001S,,33.60367,-116.0485,31.644,32.044,Surveyed to a benchmark,0.1 ft.,7-021.01,Indio,Riverside,430.0,Irrigation,Single Well,88956,VOLUNTARY,['Q']
4496,336053N1162295W001,56744,06S07E35L002S,KW_037,,33.60536,-116.22951,-82.0,-77.1,Surveyed to a benchmark,0.1 ft.,7-021.01,Indio,Riverside,999.0,Unknown,Single Well,Unknown,SGMA,['Q']
4587,336167N1161008W001,47741,06S08E25Q001S,KW_041,,33.61667,-116.10083,-123.8,-123.2,Surveyed to a benchmark,0.1 ft.,7-021.01,Indio,Riverside,648.0,Irrigation,Single Well,Unknown,SGMA,['Q']
4658,336258N1162737W001,47740,06S07E29B001S,KW_036,,33.62583,-116.27367,26.2,26.6,Surveyed to a benchmark,0.1 ft.,7-021.01,Indio,Riverside,750.0,Irrigation,Single Well,Unknown,SGMA,['Q']
4688,336314N1172953W001,57300,06S04W21J003S,Cereal 1,,33.63143,-117.29539,1265.0,1268.8,GPS,2.5 ft.,8-004.01,Elsinore Valley,Riverside,1430.0,Public Supply,Single Well,,SGMA,['Q']
4696,336327N1172947W001,47933,,MW 2 Shallow,,33.6328,-117.2948,1264.0,1263.5,Digital Elevation Model,2.5 ft.,8-004.01,Elsinore Valley,Riverside,485.0,Observation,Part of a nested/multi-completion well,779945,SGMA,['Q']
4697,336327N1172947W002,47934,,MW 2 Deep,,33.6328,-117.2948,1264.0,1263.5,Digital Elevation Model,2.5 ft.,8-004.01,Elsinore Valley,Riverside,700.0,Observation,Part of a nested/multi-completion well,779945,SGMA,['Q']
4702,336334N1173390W001,47930,06S04W19F001S,Wood 2,,33.6393,-117.3454,1288.5,1289.08,Digital Elevation Model,2.5 ft.,8-004.01,Elsinore Valley,Riverside,600.0,Observation,Single Well,460534,SGMA,['Q']
4716,336366N1172928W001,47931,,MW 1 Shallow,,33.63296,-117.29828,1257.0,1256.54,Digital Elevation Model,2.5 ft.,8-004.01,Elsinore Valley,Riverside,435.0,Observation,Part of a nested/multi-completion well,779941,SGMA,['Q']
4717,336366N1172928W002,47932,,MW 1 Deep,,33.63296,-117.29828,1257.0,1256.54,Digital Elevation Model,2.5 ft.,8-004.01,Elsinore Valley,Riverside,698.0,Observation,Part of a nested/multi-completion well,779941,SGMA,['Q']
4724,336393N1173454W001,47929,06S05W24A001S,Grand,,33.6334,-117.339,1291.5,1292.33,Digital Elevation Model,2.5 ft.,8-004.01,Elsinore Valley,Riverside,450.0,Observation,Single Well,35616,SGMA,['Qoa']
4734,336407N1161430W001,47728,06S08E22D002S,KW_040,,33.64067,-116.143,-117.5,-116.8,Surveyed to a benchmark,0.1 ft.,7-021.01,Indio,Riverside,1100.0,Observation,Single Well,Unknown,SGMA,['Q']
4735,336407N1173117W001,57301,06S04W17K001S,Cereal 3,,33.64071,-117.31175,1257.04,1260.12,GPS,2.5 ft.,8-004.01,Elsinore Valley,Riverside,1784.0,Public Supply,Single Well,,SGMA,['Q']
4741,336416N1172920W001,47925,06S04W22D002S,Olive,,33.64155,-117.292,1270.0,1271.5,Digital Elevation Model,2.5 ft.,8-004.01,Elsinore Valley,Riverside,720.0,Observation,Single Well,151478,SGMA,['Q']
4749,336456N1173188W001,57321,06S04W17L001S,Cereal 4,,33.64561,-117.31886,1256.73,1258.98,GPS,2.5 ft.,8-004.01,Elsinore Valley,Riverside,1685.0,Public Supply,Single Well,,SGMA,['Q']
4754,336461N1173021W001,57304,,Summerly,,33.64616,-117.30219,1268.5,1271.3,GPS,2.5 ft.,8-004.01,Elsinore Valley,Riverside,980.0,Public Supply,Single Well,,SGMA,['Q']
4764,336482N1162006W001,51660,06S07E13J003S,LCV - 2d,,33.64825,-116.20061,-75.39,-75.94,Surveyed to a benchmark,Unknown,7-021.01,Indio,Riverside,470.0,Observation,Single Well,WCR2004-016509,VOLUNTARY,['Q']
4765,336482N1162008W001,51661,06S07E13J004S,LCV - 2s,,33.64823,-116.20078,-75.16,-75.59,Surveyed to a benchmark,Unknown,7-021.01,Indio,Riverside,275.0,Observation,Single Well,WCR2004-016508,VOLUNTARY,['Q']
4766,336482N1173350W001,47923,06S04W18K001S,South Island,,33.64825,-117.335,1264.9,1267.73,Digital Elevation Model,2.5 ft.,8-004.01,Elsinore Valley,Riverside,1800.0,Irrigation,Single Well,32479,SGMA,['Q']
4767,336485N1162162W001,47733,06S07E13M002S,KW_033,,33.6485,-116.21617,-55.7,-55.7,Surveyed to a benchmark,0.1 ft.,7-021.01,Indio,Riverside,387.0,Observation,Single Well,Unknown,SGMA,['Q']
4772,336504N1173333W001,57338,,Middle Island,,33.65048,-117.33331,1264.9,1264.9,GPS,2.5 ft.,8-004.01,Elsinore Valley,Riverside,1405.0,Public Supply,Single Well,,SGMA,['Q']
4777,336529N1173320W001,47922,06S04W18B001S,North Island,,33.65293,-117.332,1264.9,1266.4,Digital Elevation Model,2.5 ft.,8-004.01,Elsinore Valley,Riverside,1800.0,Irrigation,Single Well,35603,SGMA,['Q']
4780,336532N1162660W001,47727,06S07E16D002S,06S07E16D002S,,33.65317,-116.266,3.451,4.351,Surveyed to a benchmark,0.1 ft.,7-021.01,Indio,Riverside,1170.0,Observation,Single Well,715374,VOLUNTARY,['Q']
4783,336536N1162525W001,56766,06S07E16A002S,KW_034,,33.65369,-116.25251,-4.5,-4.2,Surveyed to a benchmark,0.1 ft.,7-021.01,Indio,Riverside,810.0,Residential,Single Well,Unknown,SGMA,['Q']
4792,336555N1176965W001,56176,06S08W15A000S,IRWD-LA1,,33.65549,-117.69647,448.34,448.34,USGS quad,10 ft.,8-001,Coastal Plain Of Orange County,Orange,800.0,Public Supply,Single Well,277337,SGMA,['Q']
4798,336570N1161008W001,56746,06S08E12Q001S,KW_039,,33.65702,-116.10084,63.6,64.1,Surveyed to a benchmark,0.1 ft.,7-021.01,Indio,Riverside,710.0,Unknown,Single Well,Unknown,SGMA,['Q']
4826,336636N1176672W001,56175,06S08W12L002S,IRWD-LA4,,33.66356,-117.66722,722.34,722.34,USGS quad,10 ft.,8-001,Coastal Plain Of Orange County,Orange,810.0,Public Supply,Single Well,477472,SGMA,['M']
4840,336670N1163087W001,47726,06S06E12G001S,06S06E12G001S,,33.667,-116.30867,93.474,93.474,Surveyed to a benchmark,0.1 ft.,7-021.01,Indio,Riverside,377.0,Observation,Single Well,,VOLUNTARY,['Q']
4858,336709N1171192W001,48348,,EMWD11175,,33.67092,-117.11924,1437.85,1438.85,GPS,0.1 ft.,8-005,San Jacinto,Riverside,509.0,Observation,Single Well,,SGMA,['Q']
4862,336716N1177529W001,47330,06S08W07B001S,MCAS-3/MP2,,33.67156,-117.75286,219.88,222.12,Surveyed to a benchmark,0.1 ft.,8-001,Coastal Plain Of Orange County,Orange,540.0,Observation,Part of a nested/multi-completion well,255941,SGMA,['Q']
4863,336716N1177529W002,47331,,MCAS-3/MP5,,33.67156,-117.75286,219.88,222.12,Surveyed to a benchmark,0.1 ft.,8-001,Coastal Plain Of Orange County,Orange,540.0,Observation,Part of a nested/multi-completion well,255941,SGMA,['Q']
4879,336742N1178590W001,61157,06S09W06Q003S,OCWD-M59C,,33.67426,-117.85908,43.2,42.5,Surveyed to a benchmark,0.1 ft.,8-001,Coastal Plain Of Orange County,Orange,685.0,Observation,Part of a nested/multi-completion well,,SGMA,['Qoa']
4880,336745N1161663W001,56745,06S08E05R002S,KW_038,,33.67452,-116.16634,-78.3,-76.6,Surveyed to a benchmark,0.1 ft.,7-021.01,Indio,Riverside,750.0,Residential,Single Well,Unknown,SGMA,['Q']
4884,336749N1179628W001,47280,06S10W06P005S,OCWD-M26,,33.6749,-117.96275,10.7,10.21,Surveyed to a benchmark,0.1 ft.,8-001,Coastal Plain Of Orange County,Orange,145.0,Observation,Single Well,,SGMA,['Q']
4908,336769N1173783W001,57303,06S05W02M004S,Lincoln,,33.67698,-117.37836,1280.0,1280.9,GPS,2.5 ft.,8-004.01,Elsinore Valley,Riverside,960.0,Public Supply,Single Well,,SGMA,['Q']
4918,336780N1173680W001,57337,06S05W02G005S,Joy St.,,33.67802,-117.36803,1265.5,1267.0,GPS,2.5 ft.,8-004.01,Elsinore Valley,Riverside,1000.0,Public Supply,Single Well,,SGMA,['Q']
4920,336781N1178263W001,47281,06S09W04L001S,TIC-25,,33.67814,-117.8263,50.04,50.04,USGS quad,Unknown,8-001,Coastal Plain Of Orange County,Orange,790.0,Observation,Single Well,"41833,35",SGMA,['Q']
4921,336782N1173836W001,57306,06S05W03H001S,Machado,,33.67829,-117.38363,1312.75,1315.17,GPS,2.5 ft.,8-004.01,Elsinore Valley,Riverside,980.0,Public Supply,Single Well,,SGMA,['Q']
4922,336783N1171377W001,48350,,EMWD11191,,33.67829,-117.13767,1431.25,1431.0,Digital Elevation Model,5 ft.,8-005,San Jacinto,Riverside,400.0,Irrigation,Single Well,,SGMA,['Q']
4923,336783N1179755W001,61158,06S11W01J007S,OCWD-SA22R,,33.67834,-117.97551,9.0,8.7,Surveyed to a benchmark,0.1 ft.,8-001,Coastal Plain Of Orange County,Orange,335.0,Observation,Part of a nested/multi-completion well,e0176648,SGMA,['Q']
4937,336794N1177779W001,61144,,ET-1,,33.67948,-117.77796,127.3,130.7,USGS quad,10 ft.,8-001,Coastal Plain Of Orange County,Orange,500.0,Irrigation,Single Well,289280,SGMA,['Q']
4944,336798N1177876W001,47332,06S09W02G001S,MCAS-7/MP1,,33.67977,-117.78763,105.28,105.15,Surveyed to a benchmark,0.1 ft.,8-001,Coastal Plain Of Orange County,Orange,1152.0,Observation,Part of a nested/multi-completion well,255942,SGMA,['Q']
4945,336798N1177876W002,47333,,MCAS-7/MP4,,33.67977,-117.78763,105.28,105.15,Surveyed to a benchmark,0.1 ft.,8-001,Coastal Plain Of Orange County,Orange,1152.0,Observation,Part of a nested/multi-completion well,255942,SGMA,['Q']
4948,336803N1171701W001,9614,06S03W02E001S,EMWD12842,,33.68015,-117.16998,1432.86,1434.36,GPS,0.1 ft.,8-005,San Jacinto,Riverside,660.0,Observation,Single Well,,SGMA,['Q']
4953,336807N1162533W001,47732,06S07E04H001S,06S07E04H001S,,33.68067,-116.25333,24.818,24.818,Surveyed to a benchmark,0.1 ft.,7-021.01,Indio,Riverside,740.0,Observation,Single Well,79727,VOLUNTARY,['Q']
4960,336823N1162948W001,56765,06S07E06B001S,KW_032,,33.68236,-116.29484,41.1,41.6,Surveyed to a benchmark,0.1 ft.,7-021.01,Indio,Riverside,832.0,Residential,Single Well,Unknown,SGMA,['Qs']
4961,336823N1173852W001,57305,,Terra Cotta,,33.68238,-117.38528,1354.25,1356.42,GPS,2.5 ft.,8-004.01,Elsinore Valley,Riverside,1000.0,Public Supply,Single Well,,SGMA,['Q']
4967,336829N1173668W001,47942,06S05W02A001S,Wisconsin,,33.6829,-117.3668,1276.7,1277.28,Digital Elevation Model,2.5 ft.,8-004.01,Elsinore Valley,Riverside,300.0,Observation,Single Well,,SGMA,['Q']
4969,336831N1179773W001,47318,06S11W01G001S,HBM-2/MP6,,33.68309,-117.97729,15.07,14.32,Surveyed to a benchmark,0.1 ft.,8-001,Coastal Plain Of Orange County,Orange,975.0,Observation,Part of a nested/multi-completion well,349222,SGMA,['Q']
4971,336839N1171687W001,31400,06S03W02D001S,EMWD12841,,33.68366,-117.16805,1414.77,1416.35,GPS,0.1 ft.,8-005,San Jacinto,Riverside,630.0,Observation,Single Well,,SGMA,['Q']
4974,336847N1171551W001,9613,06S03W02A001S,EMWD12840,,33.68483,-117.15414,1432.15,1432.55,Digital Elevation Model,5 ft.,8-005,San Jacinto,Riverside,580.0,Observation,Single Well,,VOLUNTARY,['Q']
4976,336848N1162328W001,56764,06S07E02D002S,KW_031,,33.68486,-116.23284,-0.4,-0.4,Surveyed to a benchmark,0.1 ft.,7-021.01,Indio,Riverside,320.0,Unknown,Single Well,Unknown,SGMA,['Q']
4979,336851N1162558W001,61383,06S07E04B002S,CVWD G9,,33.68512,-116.25589,24.04,27.15,Surveyed to a benchmark,0.1 ft.,7-021.01,Indio,Riverside,305.0,Observation,Single Well,WCR2024-006636,VOLUNTARY,['Q']
4986,336853N1171704W001,7001,05S03W35N002S,EMWD12807,,33.68528,-117.16873,1436.35,1438.25,Digital Elevation Model,5 ft.,8-005,San Jacinto,Riverside,576.0,Observation,Single Well,,VOLUNTARY,['Q']
4987,336853N1171774W001,48344,,EMWD14498,,33.68531,-117.17741,1428.27,1424.0,Digital Elevation Model,5 ft.,8-005,San Jacinto,Riverside,120.0,Observation,Single Well,,VOLUNTARY,['Q']
4993,336854N1171582W001,48345,05S03W35Q001S,EMWD12809,,33.68543,-117.15817,1422.67,1424.25,GPS,0.1 ft.,8-005,San Jacinto,Riverside,600.0,Observation,Single Well,351642,SGMA,['Q']
4994,336855N1171516W001,48346,,EMWD14432,,33.68547,-117.15159,1421.8,1422.22,GPS,0.1 ft.,8-005,San Jacinto,Riverside,182.0,Observation,Single Well,,SGMA,['Q']
4996,336859N1171457W001,48347,,EMWD12816,,33.6859,-117.14571,1421.57,1421.57,GPS,0.1 ft.,8-005,San Jacinto,Riverside,598.0,Observation,Single Well,,SGMA,['Q']
5010,336873N1162983W001,56761,05S07E31P001S,KW_028,,33.68736,-116.29834,47.3,49.1,Surveyed to a benchmark,0.1 ft.,7-021.01,Indio,Riverside,999.0,Unknown,Single Well,Unknown,SGMA,['Qs']
5011,336875N1179148W001,47305,05S10W34P001S,COSM-1/MP1,,33.6875,-117.91483,30.78,30.28,Surveyed to a benchmark,0.1 ft.,8-001,Coastal Plain Of Orange County,Orange,1810.0,Observation,Part of a nested/multi-completion well,349218219,SGMA,['Q']
5019,336898N1173467W001,57299,,Cemetery,,33.68982,-117.34675,1266.0,1268.04,GPS,2.5 ft.,8-004.01,Elsinore Valley,Riverside,65.0,Public Supply,Single Well,,SGMA,['Q']
5023,336909N1172184W001,27906,05S03W32L001S,EMWD12800,,33.69053,-117.21702,1411.02,1413.92,Unknown,Unknown,,,Riverside,220.0,Observation,Single Well,395306,VOLUNTARY,['Q']
5031,336924N1171953W001,56394,05S03W33G002S,EMWD14428,,33.69241,-117.19527,1417.0,1417.0,Digital Elevation Model,5 ft.,8-005,San Jacinto,Riverside,600.0,Public Supply,Single Well,748856,SGMA,['Q']
5032,336924N1171956W001,48343,05S03W33K001S,EMWD12802,,33.69244,-117.19558,1416.08,1416.16,GPS,0.1 ft.,8-005,San Jacinto,Riverside,630.0,Observation,Single Well,395312,SGMA,['Q']
5036,336936N1172137W001,27905,05S03W32G001S,EMWD12798,,33.69381,-117.21272,1411.8,1412.7,Unknown,Unknown,,,Riverside,219.0,Observation,Single Well,,VOLUNTARY,['Q']
5040,336944N1177984W001,61145,,ET-2,,33.69442,-117.79846,61.3,61.3,USGS quad,10 ft.,8-001,Coastal Plain Of Orange County,Orange,1100.0,Irrigation,Single Well,159200,SGMA,['Q']
5044,336950N1172063W001,56402,05S03W32H002S,EMWD25417,,33.69498,-117.2063,1413.75,1413.97,GPS,0.1 ft.,8-005,San Jacinto,Riverside,295.0,Public Supply,Single Well,e019601,SGMA,['Q']
5045,336950N1172093W001,6999,05S03W32H001S,EMWD12799,,33.69501,-117.20791,1413.26,1412.26,GPS,0.1 ft.,8-005,San Jacinto,Riverside,219.0,Observation,Single Well,,SGMA,['Q']
5048,336961N1172176W001,6998,05S03W32C001S,EMWD12797,,33.69656,-117.21582,1424.77,1425.47,Unknown,Unknown,,,Riverside,217.0,Observation,Single Well,,VOLUNTARY,['Q']
5049,336961N1177560W001,61149,05S08W31F001S,IDM-4,,33.69612,-117.75607,220.5,219.8,Surveyed to a benchmark,0.1 ft.,8-001,Coastal Plain Of Orange County,Orange,684.0,Observation,Part of a nested/multi-completion well,758484,SGMA,['Q']
5055,336964N1172118W001,27793,05S03W32B001S,EMWD12796,,33.69659,-117.21076,1413.86,1416.44,GPS,0.1 ft.,8-005,San Jacinto,Riverside,218.0,Observation,Single Well,,SGMA,['Q']
5071,336986N1162765W001,56762,05S07E32B001S,KW_029,,33.69869,-116.27651,56.3,56.0,Surveyed to a benchmark,0.1 ft.,7-021.01,Indio,Riverside,1450.0,Residential,Single Well,Unknown,SGMA,['Qs']
5072,336986N1172073W001,6997,05S03W32A001S,EMWD12795,,33.69869,-117.20641,1413.49,1415.74,GPS,0.1 ft.,8-005,San Jacinto,Riverside,577.0,Observation,Single Well,395316,SGMA,['Q']
5083,337000N1161646W001,56763,05S08E33D001S,KW_030,,33.70002,-116.16467,-55.2,-55.1,Surveyed to a benchmark,0.1 ft.,7-021.01,Indio,Riverside,832.0,Unknown,Single Well,Unknown,SGMA,['Q']
5088,337001N1161639W001,50393,,"""CWA Well 10""",,33.70009,-116.16387,-57.1,-57.0,USGS quad,5 ft.,7-021.01,Indio,Riverside,832.0,Observation,Single Well,61355,VOLUNTARY,['Q']
5095,337006N1178565W001,61159,05S09W31B004S,SAM-13A,,33.70068,-117.85659,39.9,39.0,Surveyed to a benchmark,0.1 ft.,8-001,Coastal Plain Of Orange County,Orange,52.0,Observation,Single Well,e0368503,SGMA,['Q']
5114,337017N1180343W001,61155,05S11W28P002S,OCWD-BS19,,33.70173,-118.0343,2.9,5.4,Surveyed to a benchmark,0.1 ft.,8-001,Coastal Plain Of Orange County,Orange,88.0,Observation,Single Well,e0098421,SGMA,['Q']
5122,337031N1170432W001,6142,05S02W25P003S,EMWD12681,,33.70359,-117.04223,1492.99,1492.69,Digital Elevation Model,5 ft.,8-005,San Jacinto,Riverside,640.0,Observation,Part of a nested/multi-completion well,,CASGEM,['Q']
5123,337031N1170432W002,6279,05S02W25P004S,EMWD12682,,33.70359,-117.04223,1492.99,1492.69,Digital Elevation Model,5 ft.,8-005,San Jacinto,Riverside,460.0,Observation,Part of a nested/multi-completion well,,CASGEM,['Q']
5124,337031N1170432W003,28623,05S02W25P005S,EMWD12683,,33.70359,-117.04223,1492.99,1492.69,Digital Elevation Model,5 ft.,8-005,San Jacinto,Riverside,236.0,Observation,Part of a nested/multi-completion well,,CASGEM,['Q']
5125,337031N1170432W004,6280,05S02W25P006S,EMWD12684,,33.70359,-117.04223,1492.99,1492.69,Digital Elevation Model,5 ft.,8-005,San Jacinto,Riverside,158.0,Observation,Part of a nested/multi-completion well,,CASGEM,['Q']
5126,337031N1170432W005,6281,05S02W25P007S,EMWD12685,,33.70359,-117.04223,1492.99,1492.69,Digital Elevation Model,5 ft.,8-005,San Jacinto,Riverside,82.0,Observation,Part of a nested/multi-completion well,,CASGEM,['Q']
